ONSConstID,ConstituencyName,RegionID,RegionName,CON# All categories ,CON# Not in employment,CON# In Employement ,CON# Work mainly at or from home,"CON%
Work mainly at or from home","REG% 
Work mainly at or from home","E&W% 
Work mainly at or from home","CON# Underground, metro, light rail, tram","CON% Underground, metro, light rail, tram","REG% Underground, metro, light rail, tram","E&W% Underground, metro, light rail, tram",CON# Train,CON% Train,REG% Train,E&W% Train,"CON# Bus, minibus or coach","CON% Bus, minibus or coach","REG% Bus, minibus or coach","E&W% Bus, minibus or coach",CON# Taxi,CON% Taxi,REG% Taxi,E&W% Taxi,"CON# Motorcycle, scooter or moped","CON% Motorcycle, scooter or moped","REG% Motorcycle, scooter or moped","E&W% Motorcycle, scooter or moped",CON# Driving a car or van,CON% Driving a car or van,REG% Driving a car or van,E&W% Driving a car or van,CON# Passenger in a car or van,CON% Passenger in a car or van,REG% Passenger in a car or van,E&W% Passenger in a car or van,CON# Bicycle,CON% Bicycle,REG% Bicycle,E&W% Bicycle,CON# On foot,CON% On foot,REG% On foot,E&W% On foot,CON# Other method of travel to work,CON% Other method of travel to work,REG% Other method of travel to work,E&W% Other method of travel to work
E14000887,Putney,E12000007,London,"72,870","20,490","52,380","3,128",6%,5%,5%,"13,815",26%,23%,4%,"9,912",19%,13%,5%,"7,305",14%,14%,7%,145,0%,1%,1%,"1,064",2%,1%,1%,"8,891",17%,28%,58%,453,1%,2%,5%,"3,535",7%,4%,3%,"3,774",7%,9%,11%,358,1%,1%,1%
E14000896,Richmond Park,E12000007,London,"85,713","25,371","60,342","5,878",10%,5%,5%,"8,540",14%,23%,4%,"12,897",21%,13%,5%,"4,970",8%,14%,7%,168,0%,1%,1%,"1,125",2%,1%,1%,"16,341",27%,28%,58%,746,1%,2%,5%,"3,752",6%,4%,3%,"5,413",9%,9%,11%,512,1%,1%,1%
E14000900,Romford,E12000007,London,"69,990","22,740","47,250","1,672",4%,5%,5%,"3,646",8%,23%,4%,"8,869",19%,13%,5%,"3,740",8%,14%,7%,535,1%,1%,1%,467,1%,1%,1%,"22,461",48%,28%,58%,"1,480",3%,2%,5%,469,1%,4%,3%,"3,672",8%,9%,11%,239,1%,1%,1%
E14000906,"Ruislip, Northwood and Pinner",E12000007,London,"67,521","21,479","46,042","3,233",7%,5%,5%,"10,532",23%,23%,4%,"1,917",4%,13%,5%,"1,880",4%,14%,7%,183,0%,1%,1%,308,1%,1%,1%,"23,660",51%,28%,58%,"1,153",3%,2%,5%,506,1%,4%,3%,"2,459",5%,9%,11%,211,0%,1%,1%
E14000978,Streatham,E12000007,London,"89,363","25,536","63,827","2,889",5%,5%,5%,"19,732",31%,23%,4%,"10,178",16%,13%,5%,"11,797",18%,14%,7%,126,0%,1%,1%,"1,085",2%,1%,1%,"9,228",14%,28%,58%,515,1%,2%,5%,"4,810",8%,4%,3%,"3,132",5%,9%,11%,335,1%,1%,1%
E14000984,Sutton and Cheam,E12000007,London,"69,441","19,805","49,636","2,366",5%,5%,5%,"2,911",6%,23%,4%,"9,732",20%,13%,5%,"4,049",8%,14%,7%,282,1%,1%,1%,683,1%,1%,1%,"22,740",46%,28%,58%,"1,370",3%,2%,5%,"1,030",2%,4%,3%,"4,206",8%,9%,11%,267,1%,1%,1%
E14000998,Tooting,E12000007,London,"83,945","24,041","59,904","2,979",5%,5%,5%,"20,223",34%,23%,4%,"10,646",18%,13%,5%,"5,761",10%,14%,7%,133,0%,1%,1%,"1,057",2%,1%,1%,"9,371",16%,28%,58%,481,1%,2%,5%,"4,144",7%,4%,3%,"4,745",8%,9%,11%,364,1%,1%,1%
E14001002,Tottenham,E12000007,London,"95,688","39,729","55,959","1,906",3%,5%,5%,"18,593",33%,23%,4%,"4,385",8%,13%,5%,"12,767",23%,14%,7%,105,0%,1%,1%,519,1%,1%,1%,"10,396",19%,28%,58%,689,1%,2%,5%,"2,447",4%,4%,3%,"3,784",7%,9%,11%,368,1%,1%,1%
E14001005,Twickenham,E12000007,London,"82,701","22,934","59,767","4,745",8%,5%,5%,"3,120",5%,23%,4%,"13,818",23%,13%,5%,"4,586",8%,14%,7%,124,0%,1%,1%,886,1%,1%,1%,"22,809",38%,28%,58%,957,2%,2%,5%,"3,410",6%,4%,3%,"4,942",8%,9%,11%,370,1%,1%,1%
E14001007,Uxbridge and South Ruislip,E12000007,London,"75,748","26,501","49,247","1,821",4%,5%,5%,"7,732",16%,23%,4%,"1,929",4%,13%,5%,"4,248",9%,14%,7%,197,0%,1%,1%,460,1%,1%,1%,"25,608",52%,28%,58%,"1,561",3%,2%,5%,828,2%,4%,3%,"4,607",9%,9%,11%,256,1%,1%,1%
E14001008,Vauxhall,E12000007,London,"92,687","27,533","65,154","2,696",4%,5%,5%,"23,888",37%,23%,4%,"5,272",8%,13%,5%,"13,372",21%,14%,7%,194,0%,1%,1%,750,1%,1%,1%,"5,643",9%,28%,58%,323,0%,2%,5%,"5,571",9%,4%,3%,"7,060",11%,9%,11%,385,1%,1%,1%
E14001013,Walthamstow,E12000007,London,"81,660","30,200","51,460","1,680",3%,5%,5%,"18,015",35%,23%,4%,"5,523",11%,13%,5%,"6,799",13%,14%,7%,212,0%,1%,1%,448,1%,1%,1%,"12,070",23%,28%,58%,852,2%,2%,5%,"1,770",3%,4%,3%,"3,792",7%,9%,11%,299,1%,1%,1%
E14001032,West Ham,E12000007,London,"119,582","48,210","71,372","1,646",2%,5%,5%,"30,324",42%,23%,4%,"9,147",13%,13%,5%,"9,047",13%,14%,7%,180,0%,1%,1%,484,1%,1%,1%,"13,095",18%,28%,58%,948,1%,2%,5%,"1,421",2%,4%,3%,"4,660",7%,9%,11%,420,1%,1%,1%
E14001036,Westminster North,E12000007,London,"90,189","34,586","55,603","4,156",7%,5%,5%,"20,509",37%,23%,4%,"2,621",5%,13%,5%,"9,941",18%,14%,7%,606,1%,1%,1%,711,1%,1%,1%,"6,162",11%,28%,58%,405,1%,2%,5%,"2,863",5%,4%,3%,"7,005",13%,9%,11%,624,1%,1%,1%
E14001040,Wimbledon,E12000007,London,"73,076","19,230","53,846","3,530",7%,5%,5%,"13,477",25%,23%,4%,"13,970",26%,13%,5%,"2,935",5%,14%,7%,121,0%,1%,1%,695,1%,1%,1%,"12,228",23%,28%,58%,671,1%,2%,5%,"2,070",4%,4%,3%,"3,801",7%,9%,11%,348,1%,1%,1%
E14000530,Aldershot,E12000008,South East,"77,179","20,667","56,512","2,358",4%,7%,5%,81,0%,0%,4%,"3,682",7%,7%,5%,"2,196",4%,4%,7%,171,0%,0%,1%,488,1%,1%,1%,"37,192",66%,61%,58%,"2,946",5%,5%,5%,"1,542",3%,3%,3%,"5,437",10%,11%,11%,419,1%,1%,1%
E14000534,Arundel and South Downs,E12000008,South East,"69,122","22,381","46,741","5,027",11%,7%,5%,91,0%,0%,4%,"2,970",6%,7%,5%,604,1%,4%,7%,62,0%,0%,1%,318,1%,1%,1%,"31,134",67%,61%,58%,"1,802",4%,5%,5%,684,1%,3%,3%,"3,706",8%,11%,11%,343,1%,1%,1%
E14000536,Ashford,E12000008,South East,"80,561","25,484","55,077","3,671",7%,7%,5%,91,0%,0%,4%,"3,621",7%,7%,5%,"1,487",3%,4%,7%,151,0%,0%,1%,363,1%,1%,1%,"35,112",64%,61%,58%,"3,038",6%,5%,5%,"1,445",3%,3%,3%,"5,807",11%,11%,11%,291,1%,1%,1%
E14000538,Aylesbury,E12000008,South East,"78,328","21,848","56,480","3,332",6%,7%,5%,177,0%,0%,4%,"2,587",5%,7%,5%,"1,971",3%,4%,7%,533,1%,0%,1%,299,1%,1%,1%,"36,469",65%,61%,58%,"2,738",5%,5%,5%,"1,371",2%,3%,3%,"6,694",12%,11%,11%,309,1%,1%,1%
E14000539,Banbury,E12000008,South East,"85,809","23,536","62,273","3,946",6%,7%,5%,78,0%,0%,4%,"2,031",3%,7%,5%,"1,878",3%,4%,7%,275,0%,0%,1%,420,1%,1%,1%,"39,836",64%,61%,58%,"3,431",6%,5%,5%,"1,964",3%,3%,3%,"8,089",13%,11%,11%,325,1%,1%,1%
E14000545,Basingstoke,E12000008,South East,"79,576","20,589","58,987","2,724",5%,7%,5%,69,0%,0%,4%,"3,031",5%,7%,5%,"3,144",5%,4%,7%,214,0%,0%,1%,367,1%,1%,1%,"38,022",64%,61%,58%,"3,225",5%,5%,5%,"1,313",2%,3%,3%,"6,609",11%,11%,11%,269,0%,1%,1%
E14000550,Beaconsfield,E12000008,South East,"71,043","21,505","49,538","4,680",9%,7%,5%,775,2%,0%,4%,"3,629",7%,7%,5%,793,2%,4%,7%,139,0%,0%,1%,371,1%,1%,1%,"32,887",66%,61%,58%,"1,861",4%,5%,5%,678,1%,3%,3%,"3,423",7%,11%,11%,302,1%,1%,1%
E14000557,Bexhill and Battle,E12000008,South East,"69,921","26,544","43,377","4,049",9%,7%,5%,104,0%,0%,4%,"2,981",7%,7%,5%,598,1%,4%,7%,111,0%,0%,1%,324,1%,1%,1%,"28,441",66%,61%,58%,"1,955",5%,5%,5%,533,1%,3%,3%,"4,001",9%,11%,11%,280,1%,1%,1%
E14000576,Bognor Regis and Littlehampton,E12000008,South East,"70,829","25,561","45,268","2,247",5%,7%,5%,52,0%,0%,4%,"1,754",4%,7%,5%,"1,354",3%,4%,7%,197,0%,0%,1%,400,1%,1%,1%,"28,652",63%,61%,58%,"3,257",7%,5%,5%,"1,864",4%,3%,3%,"5,203",11%,11%,11%,288,1%,1%,1%
E14000586,Bracknell,E12000008,South East,"77,067","20,515","56,552","3,387",6%,7%,5%,87,0%,0%,4%,"2,779",5%,7%,5%,"1,181",2%,4%,7%,179,0%,0%,1%,447,1%,1%,1%,"39,334",70%,61%,58%,"2,644",5%,5%,5%,"1,346",2%,3%,3%,"4,804",8%,11%,11%,364,1%,1%,1%
E14000597,"Brighton, Kemptown",E12000008,South East,"69,074","26,798","42,276","2,762",7%,7%,5%,82,0%,0%,4%,"2,337",6%,7%,5%,"7,485",18%,4%,7%,211,0%,0%,1%,398,1%,1%,1%,"18,757",44%,61%,58%,"1,753",4%,5%,5%,"1,356",3%,3%,3%,"6,812",16%,11%,11%,323,1%,1%,1%
E14000598,"Brighton, Pavilion",E12000008,South East,"82,328","27,751","54,577","4,372",8%,7%,5%,181,0%,0%,4%,"6,705",12%,7%,5%,"6,315",12%,4%,7%,177,0%,0%,1%,377,1%,1%,1%,"18,110",33%,61%,58%,"1,744",3%,5%,5%,"2,912",5%,3%,3%,"13,277",24%,11%,11%,407,1%,1%,1%
E14000608,Buckingham,E12000008,South East,"70,700","20,778","49,922","5,215",10%,7%,5%,116,0%,0%,4%,"2,813",6%,7%,5%,872,2%,4%,7%,124,0%,0%,1%,244,0%,1%,1%,"34,349",69%,61%,58%,"1,933",4%,5%,5%,513,1%,3%,3%,"3,434",7%,11%,11%,309,1%,1%,1%
E14000619,Canterbury,E12000008,South East,"82,466","35,353","47,113","3,087",7%,7%,5%,153,0%,0%,4%,"2,618",6%,7%,5%,"2,389",5%,4%,7%,136,0%,0%,1%,318,1%,1%,1%,"25,674",54%,61%,58%,"2,187",5%,5%,5%,"1,480",3%,3%,3%,"8,808",19%,11%,11%,263,1%,1%,1%
E14000626,Chatham and Aylesford,E12000008,South East,"71,272","23,572","47,700","1,759",4%,7%,5%,117,0%,0%,4%,"3,121",7%,7%,5%,"2,146",4%,4%,7%,129,0%,0%,1%,566,1%,1%,1%,"32,251",68%,61%,58%,"3,066",6%,5%,5%,507,1%,3%,3%,"3,785",8%,11%,11%,253,1%,1%,1%
E14000631,Chesham and Amersham,E12000008,South East,"65,043","20,258","44,785","4,613",10%,7%,5%,"2,836",6%,0%,4%,"3,440",8%,7%,5%,612,1%,4%,7%,166,0%,0%,1%,285,1%,1%,1%,"27,237",61%,61%,58%,"1,655",4%,5%,5%,406,1%,3%,3%,"3,227",7%,11%,11%,308,1%,1%,1%
E14000633,Chichester,E12000008,South East,"74,361","25,548","48,813","4,439",9%,7%,5%,131,0%,0%,4%,"2,235",5%,7%,5%,984,2%,4%,7%,130,0%,0%,1%,349,1%,1%,1%,"29,346",60%,61%,58%,"2,013",4%,5%,5%,"2,200",5%,3%,3%,"6,635",14%,11%,11%,351,1%,1%,1%
E14000652,Crawley,E12000008,South East,"77,348","21,882","55,466","1,641",3%,7%,5%,93,0%,0%,4%,"4,440",8%,7%,5%,"6,032",11%,4%,7%,307,1%,0%,1%,349,1%,1%,1%,"33,325",60%,61%,58%,"2,760",5%,5%,5%,"1,406",3%,3%,3%,"4,845",9%,11%,11%,268,0%,1%,1%
E14000659,Dartford,E12000008,South East,"74,636","22,361","52,275","2,012",4%,7%,5%,378,1%,0%,4%,"8,880",17%,7%,5%,"2,642",5%,4%,7%,340,1%,0%,1%,713,1%,1%,1%,"30,503",58%,61%,58%,"2,282",4%,5%,5%,548,1%,3%,3%,"3,734",7%,11%,11%,243,0%,1%,1%
E14000670,Dover,E12000008,South East,"70,669","26,744","43,925","2,078",5%,7%,5%,70,0%,0%,4%,"1,666",4%,7%,5%,"1,624",4%,4%,7%,229,1%,0%,1%,382,1%,1%,1%,"28,195",64%,61%,58%,"2,852",6%,5%,5%,913,2%,3%,3%,"5,551",13%,11%,11%,365,1%,1%,1%
E14000680,East Hampshire,E12000008,South East,"68,474","20,417","48,057","4,312",9%,7%,5%,83,0%,0%,4%,"2,835",6%,7%,5%,555,1%,4%,7%,81,0%,0%,1%,317,1%,1%,1%,"31,549",66%,61%,58%,"2,028",4%,5%,5%,880,2%,3%,3%,"5,061",11%,11%,11%,356,1%,1%,1%
E14000681,East Surrey,E12000008,South East,"75,837","21,794","54,043","4,144",8%,7%,5%,230,0%,0%,4%,"8,852",16%,7%,5%,"1,486",3%,4%,7%,183,0%,0%,1%,445,1%,1%,1%,"31,800",59%,61%,58%,"1,892",4%,5%,5%,700,1%,3%,3%,"3,966",7%,11%,11%,345,1%,1%,1%
E14000682,East Worthing and Shoreham,E12000008,South East,"68,753","21,967","46,786","2,588",6%,7%,5%,54,0%,0%,4%,"3,349",7%,7%,5%,"2,027",4%,4%,7%,168,0%,0%,1%,518,1%,1%,1%,"28,125",60%,61%,58%,"2,455",5%,5%,5%,"2,067",4%,3%,3%,"5,165",11%,11%,11%,270,1%,1%,1%
E14000684,Eastbourne,E12000008,South East,"75,561","27,910","47,651","2,457",5%,7%,5%,82,0%,0%,4%,"2,879",6%,7%,5%,"2,574",5%,4%,7%,312,1%,0%,1%,303,1%,1%,1%,"27,899",59%,61%,58%,"2,681",6%,5%,5%,"1,383",3%,3%,3%,"6,783",14%,11%,11%,298,1%,1%,1%
E14000685,Eastleigh,E12000008,South East,"76,310","21,213","55,097","2,569",5%,7%,5%,37,0%,0%,4%,"2,240",4%,7%,5%,"1,622",3%,4%,7%,122,0%,0%,1%,633,1%,1%,1%,"39,078",71%,61%,58%,"2,811",5%,5%,5%,"1,414",3%,3%,3%,"4,240",8%,11%,11%,331,1%,1%,1%
E14000694,Epsom and Ewell,E12000008,South East,"74,665","22,407","52,258","3,506",7%,7%,5%,677,1%,0%,4%,"10,061",19%,7%,5%,"1,698",3%,4%,7%,280,1%,0%,1%,646,1%,1%,1%,"28,486",55%,61%,58%,"1,574",3%,5%,5%,"1,217",2%,3%,3%,"3,810",7%,11%,11%,303,1%,1%,1%
E14000697,Esher and Walton,E12000008,South East,"76,640","22,848","53,792","5,095",9%,7%,5%,580,1%,0%,4%,"11,107",21%,7%,5%,"1,276",2%,4%,7%,165,0%,0%,1%,676,1%,1%,1%,"28,035",52%,61%,58%,"1,471",3%,5%,5%,"1,836",3%,3%,3%,"3,187",6%,11%,11%,364,1%,1%,1%
E14000699,Fareham,E12000008,South East,"71,244","21,284","49,960","2,649",5%,7%,5%,39,0%,0%,4%,"1,966",4%,7%,5%,978,2%,4%,7%,141,0%,0%,1%,638,1%,1%,1%,"35,354",71%,61%,58%,"2,344",5%,5%,5%,"1,715",3%,3%,3%,"3,659",7%,11%,11%,477,1%,1%,1%
E14000700,Faversham and Mid Kent,E12000008,South East,"66,907","22,017","44,890","3,026",7%,7%,5%,75,0%,0%,4%,"3,176",7%,7%,5%,"1,503",3%,4%,7%,113,0%,0%,1%,325,1%,1%,1%,"29,713",66%,61%,58%,"2,134",5%,5%,5%,599,1%,3%,3%,"4,001",9%,11%,11%,225,1%,1%,1%
E14000704,Folkestone and Hythe,E12000008,South East,"81,629","30,880","50,749","3,029",6%,7%,5%,98,0%,0%,4%,"2,039",4%,7%,5%,"2,378",5%,4%,7%,250,0%,0%,1%,376,1%,1%,1%,"32,143",63%,61%,58%,"2,750",5%,5%,5%,913,2%,3%,3%,"6,374",13%,11%,11%,399,1%,1%,1%
E14000711,Gillingham and Rainham,E12000008,South East,"72,504","25,372","47,132","1,721",4%,7%,5%,95,0%,0%,4%,"4,791",10%,7%,5%,"2,132",5%,4%,7%,186,0%,0%,1%,447,1%,1%,1%,"29,090",62%,61%,58%,"2,797",6%,5%,5%,618,1%,3%,3%,"5,029",11%,11%,11%,226,0%,1%,1%
E14000713,Gosport,E12000008,South East,"69,453","22,905","46,548","1,717",4%,7%,5%,29,0%,0%,4%,732,2%,7%,5%,"2,156",5%,4%,7%,218,0%,0%,1%,"1,058",2%,1%,1%,"28,503",61%,61%,58%,"2,373",5%,5%,5%,"4,729",10%,3%,3%,"4,431",10%,11%,11%,602,1%,1%,1%
E14000715,Gravesham,E12000008,South East,"73,191","25,552","47,639","1,837",4%,7%,5%,214,0%,0%,4%,"5,187",11%,7%,5%,"3,177",7%,4%,7%,198,0%,0%,1%,536,1%,1%,1%,"28,875",61%,61%,58%,"3,021",6%,5%,5%,463,1%,3%,3%,"3,864",8%,11%,11%,267,1%,1%,1%
E14000719,Guildford,E12000008,South East,"78,721","25,780","52,941","4,053",8%,7%,5%,173,0%,0%,4%,"5,784",11%,7%,5%,"2,229",4%,4%,7%,123,0%,0%,1%,372,1%,1%,1%,"28,841",54%,61%,58%,"2,033",4%,5%,5%,"1,465",3%,3%,3%,"7,558",14%,11%,11%,310,1%,1%,1%
E14000735,Hastings and Rye,E12000008,South East,"78,963","30,603","48,360","3,233",7%,7%,5%,108,0%,0%,4%,"2,866",6%,7%,5%,"2,491",5%,4%,7%,377,1%,0%,1%,462,1%,1%,1%,"27,368",57%,61%,58%,"3,051",6%,5%,5%,694,1%,3%,3%,"7,354",15%,11%,11%,356,1%,1%,1%
E14000736,Havant,E12000008,South East,"65,355","23,652","41,703","1,818",4%,7%,5%,33,0%,0%,4%,"1,479",4%,7%,5%,"1,946",5%,4%,7%,297,1%,0%,1%,454,1%,1%,1%,"27,664",66%,61%,58%,"2,698",6%,5%,5%,"1,404",3%,3%,3%,"3,644",9%,11%,11%,266,1%,1%,1%
E14000742,Henley,E12000008,South East,"70,420","20,303","50,117","5,319",11%,7%,5%,155,0%,0%,4%,"2,068",4%,7%,5%,"1,540",3%,4%,7%,72,0%,0%,1%,380,1%,1%,1%,"31,372",63%,61%,58%,"1,855",4%,5%,5%,"1,641",3%,3%,3%,"5,397",11%,11%,11%,318,1%,1%,1%
E14000753,Horsham,E12000008,South East,"74,614","21,014","53,600","3,985",7%,7%,5%,80,0%,0%,4%,"4,533",8%,7%,5%,"1,017",2%,4%,7%,68,0%,0%,1%,343,1%,1%,1%,"34,527",64%,61%,58%,"2,378",4%,5%,5%,977,2%,3%,3%,"5,426",10%,11%,11%,266,0%,1%,1%
E14000755,Hove,E12000008,South East,"74,844","21,702","53,142","4,050",8%,7%,5%,122,0%,0%,4%,"5,804",11%,7%,5%,"6,858",13%,4%,7%,217,0%,0%,1%,424,1%,1%,1%,"21,377",40%,61%,58%,"1,872",4%,5%,5%,"2,779",5%,3%,3%,"9,260",17%,11%,11%,379,1%,1%,1%
E14000762,Isle of Wight,E12000008,South East,"99,747","40,448","59,299","3,923",7%,7%,5%,107,0%,0%,4%,829,1%,7%,5%,"2,582",4%,4%,7%,144,0%,0%,1%,"1,011",2%,1%,1%,"34,251",58%,61%,58%,"2,815",5%,5%,5%,"1,814",3%,3%,3%,"10,431",18%,11%,11%,"1,392",2%,1%,1%
E14000786,Lewes,E12000008,South East,"62,272","21,744","40,528","3,556",9%,7%,5%,76,0%,0%,4%,"3,896",10%,7%,5%,"2,029",5%,4%,7%,118,0%,0%,1%,262,1%,1%,1%,"23,166",57%,61%,58%,"1,636",4%,5%,5%,748,2%,3%,3%,"4,795",12%,11%,11%,246,1%,1%,1%
E14000803,Maidenhead,E12000008,South East,"73,480","21,305","52,175","4,800",9%,7%,5%,220,0%,0%,4%,"4,971",10%,7%,5%,823,2%,4%,7%,183,0%,0%,1%,345,1%,1%,1%,"33,329",64%,61%,58%,"1,865",4%,5%,5%,"1,070",2%,3%,3%,"4,251",8%,11%,11%,318,1%,1%,1%
E14000804,Maidstone and The Weald,E12000008,South East,"73,214","22,418","50,796","3,074",6%,7%,5%,78,0%,0%,4%,"3,819",8%,7%,5%,"1,729",3%,4%,7%,140,0%,0%,1%,345,1%,1%,1%,"30,976",61%,61%,58%,"2,402",5%,5%,5%,652,1%,3%,3%,"7,312",14%,11%,11%,269,1%,1%,1%
E14000811,Meon Valley,E12000008,South East,"65,403","20,245","45,158","3,266",7%,7%,5%,61,0%,0%,4%,"1,011",2%,7%,5%,"1,073",2%,4%,7%,106,0%,0%,1%,433,1%,1%,1%,"33,535",74%,61%,58%,"1,962",4%,5%,5%,703,2%,3%,3%,"2,677",6%,11%,11%,331,1%,1%,1%
E14000817,Mid Sussex,E12000008,South East,"76,178","20,911","55,267","3,956",7%,7%,5%,92,0%,0%,4%,"7,773",14%,7%,5%,828,1%,4%,7%,236,0%,0%,1%,349,1%,1%,1%,"31,928",58%,61%,58%,"2,182",4%,5%,5%,769,1%,3%,3%,"6,861",12%,11%,11%,293,1%,1%,1%
E14000821,Milton Keynes North,E12000008,South East,"89,833","26,211","63,622","3,462",5%,7%,5%,129,0%,0%,4%,"2,527",4%,7%,5%,"3,684",6%,4%,7%,830,1%,0%,1%,362,1%,1%,1%,"40,664",64%,61%,58%,"4,082",6%,5%,5%,"2,000",3%,3%,3%,"5,518",9%,11%,11%,364,1%,1%,1%
E14000822,Milton Keynes South,E12000008,South East,"91,552","27,391","64,161","3,227",5%,7%,5%,120,0%,0%,4%,"3,086",5%,7%,5%,"3,508",5%,4%,7%,730,1%,0%,1%,299,0%,1%,1%,"42,728",67%,61%,58%,"4,157",6%,5%,5%,"1,659",3%,3%,3%,"4,315",7%,11%,11%,332,1%,1%,1%
E14000824,Mole Valley,E12000008,South East,"67,847","20,819","47,028","4,959",11%,7%,5%,163,0%,0%,4%,"5,556",12%,7%,5%,657,1%,4%,7%,97,0%,0%,1%,398,1%,1%,1%,"28,075",60%,61%,58%,"1,597",3%,5%,5%,824,2%,3%,3%,"4,376",9%,11%,11%,326,1%,1%,1%
E14000827,New Forest East,E12000008,South East,"66,743","20,966","45,777","2,914",6%,7%,5%,62,0%,0%,4%,"1,005",2%,7%,5%,"1,229",3%,4%,7%,88,0%,0%,1%,479,1%,1%,1%,"32,350",71%,61%,58%,"2,227",5%,5%,5%,"1,766",4%,3%,3%,"3,190",7%,11%,11%,467,1%,1%,1%
E14000828,New Forest West,E12000008,South East,"58,055","20,839","37,216","3,329",9%,7%,5%,69,0%,0%,4%,893,2%,7%,5%,425,1%,4%,7%,83,0%,0%,1%,309,1%,1%,1%,"25,281",68%,61%,58%,"1,573",4%,5%,5%,"1,371",4%,3%,3%,"3,573",10%,11%,11%,310,1%,1%,1%
E14000830,Newbury,E12000008,South East,"78,097","20,959","57,138","4,525",8%,7%,5%,81,0%,0%,4%,"2,674",5%,7%,5%,"1,427",2%,4%,7%,157,0%,0%,1%,339,1%,1%,1%,"36,752",64%,61%,58%,"2,850",5%,5%,5%,"1,677",3%,3%,3%,"6,331",11%,11%,11%,325,1%,1%,1%
E14000844,North East Hampshire,E12000008,South East,"69,617","19,092","50,525","4,428",9%,7%,5%,95,0%,0%,4%,"3,844",8%,7%,5%,533,1%,4%,7%,90,0%,0%,1%,318,1%,1%,1%,"34,517",68%,61%,58%,"1,664",3%,5%,5%,"1,046",2%,3%,3%,"3,679",7%,11%,11%,311,1%,1%,1%
E14000852,North Thanet,E12000008,South East,"65,667","25,937","39,730","2,171",5%,7%,5%,63,0%,0%,4%,"1,519",4%,7%,5%,"2,223",6%,4%,7%,194,0%,0%,1%,361,1%,1%,1%,"25,688",65%,61%,58%,"2,451",6%,5%,5%,739,2%,3%,3%,"4,118",10%,11%,11%,203,1%,1%,1%
E14000857,North West Hampshire,E12000008,South East,"73,659","21,175","52,484","3,727",7%,7%,5%,64,0%,0%,4%,"2,025",4%,7%,5%,"1,346",3%,4%,7%,209,0%,0%,1%,364,1%,1%,1%,"34,655",66%,61%,58%,"2,686",5%,5%,5%,"1,349",3%,3%,3%,"5,752",11%,11%,11%,307,1%,1%,1%
E14000873,Oxford East,E12000008,South East,"94,396","38,935","55,461","2,805",5%,7%,5%,109,0%,0%,4%,890,2%,7%,5%,"9,683",17%,4%,7%,247,0%,0%,1%,414,1%,1%,1%,"19,486",35%,61%,58%,"1,975",4%,5%,5%,"9,333",17%,3%,3%,"10,135",18%,11%,11%,384,1%,1%,1%
E14000874,Oxford West and Abingdon,E12000008,South East,"78,609","24,900","53,709","3,753",7%,7%,5%,113,0%,0%,4%,"1,538",3%,7%,5%,"6,091",11%,4%,7%,95,0%,0%,1%,544,1%,1%,1%,"27,442",51%,61%,58%,"1,948",4%,5%,5%,"6,129",11%,3%,3%,"5,748",11%,11%,11%,308,1%,1%,1%
E14000883,Portsmouth North,E12000008,South East,"70,080","21,968","48,112","1,437",3%,7%,5%,25,0%,0%,4%,"1,043",2%,7%,5%,"3,877",8%,4%,7%,436,1%,0%,1%,672,1%,1%,1%,"28,245",59%,61%,58%,"3,229",7%,5%,5%,"3,010",6%,3%,3%,"5,825",12%,11%,11%,313,1%,1%,1%
E14000884,Portsmouth South,E12000008,South East,"83,625","35,118","48,507","1,843",4%,7%,5%,100,0%,0%,4%,"2,455",5%,7%,5%,"3,320",7%,4%,7%,589,1%,0%,1%,459,1%,1%,1%,"22,054",45%,61%,58%,"2,525",5%,5%,5%,"4,138",9%,3%,3%,"10,499",22%,11%,11%,525,1%,1%,1%
E14000889,Reading East,E12000008,South East,"83,139","26,686","56,453","3,054",5%,7%,5%,166,0%,0%,4%,"5,735",10%,7%,5%,"5,081",9%,4%,7%,206,0%,0%,1%,332,1%,1%,1%,"26,879",48%,61%,58%,"2,178",4%,5%,5%,"2,546",5%,3%,3%,"9,966",18%,11%,11%,310,1%,1%,1%
E14000890,Reading West,E12000008,South East,"73,951","21,765","52,186","2,260",4%,7%,5%,104,0%,0%,4%,"3,496",7%,7%,5%,"5,890",11%,4%,7%,118,0%,0%,1%,347,1%,1%,1%,"29,918",57%,61%,58%,"2,749",5%,5%,5%,"1,571",3%,3%,3%,"5,457",10%,11%,11%,276,1%,1%,1%
E14000893,Reigate,E12000008,South East,"72,060","20,579","51,481","3,658",7%,7%,5%,280,1%,0%,4%,"8,444",16%,7%,5%,"1,416",3%,4%,7%,250,0%,0%,1%,452,1%,1%,1%,"29,047",56%,61%,58%,"1,779",3%,5%,5%,791,2%,3%,3%,"5,086",10%,11%,11%,278,1%,1%,1%
E14000898,Rochester and Strood,E12000008,South East,"78,025","26,626","51,399","2,012",4%,7%,5%,110,0%,0%,4%,"4,369",9%,7%,5%,"2,168",4%,4%,7%,167,0%,0%,1%,602,1%,1%,1%,"33,201",65%,61%,58%,"2,907",6%,5%,5%,589,1%,3%,3%,"4,972",10%,11%,11%,302,1%,1%,1%
